plane_name,nation,rank,battle_rating,max_speed,turn_time,climb_rate,wing_rip_speed,combat_flap_rip_speed,image_url
▀La-5FN,Germany,III,3.7,620,19.2,21.7,735,447,https://wiki.warthunder.com/images/thumb/f/f6/GarageImage_La-5FN_%28Germany%29.jpg/800px-GarageImage_La-5FN_%28Germany%29.jpg
◊Lim-5P,Germany,VI,9.0,"1,114",21.5,50.0,"1,150",-,https://wiki.warthunder.com/images/thumb/6/61/GarageImage_Lim-5P_%28Germany%29.jpg/800px-GarageImage_Lim-5P_%28Germany%29.jpg
▀Marcolin's C.R.42 CN,Germany,I,1.3,429,19.2,17.2,578,N/A,https://wiki.warthunder.com/images/thumb/5/59/GarageImage_Marcolin%27s_C.R.42_CN_%28Germany%29.jpg/800px-GarageImage_Marcolin%27s_C.R.42_CN_%28Germany%29.jpg
Me 163 B,Germany,V,8.0,955,21.0,37.0,1040,598,https://wiki.warthunder.com/images/thumb/f/ff/GarageImage_Me_163_B.jpg/800px-GarageImage_Me_163_B.jpg
Me 163 B-0,Germany,V,8.7,955,22.0,36.0,1040,598,https://wiki.warthunder.com/images/thumb/3/3e/GarageImage_Me_163_B-0.jpg/800px-GarageImage_Me_163_B-0.jpg
Me 262 A-1/U4,Germany,IV,6.7,865,28.0,20.0,1050,558,https://wiki.warthunder.com/images/thumb/d/d7/GarageImage_Me_262_A-1_U4.jpg/800px-GarageImage_Me_262_A-1_U4.jpg
Me 262 A-1a,Germany,V,7.0,865,28.0,20.0,1050,558,https://wiki.warthunder.com/images/thumb/3/39/GarageImage_Me_262_A-1a.jpg/800px-GarageImage_Me_262_A-1a.jpg
Me 262 A-1a/Jabo,Germany,V,7.0,865,28.0,20.0,1050,558,https://wiki.warthunder.com/images/thumb/5/56/GarageImage_Me_262_A-1a-Jabo.jpg/800px-GarageImage_Me_262_A-1a-Jabo.jpg
Me 262 A-1a/U1,Germany,V,7.3,865,28.0,19.5,1050,558,https://wiki.warthunder.com/images/thumb/4/40/GarageImage_Me_262_A1a-U1.jpg/800px-GarageImage_Me_262_A1a-U1.jpg
Me 262 A-2a,Germany,V,6.7,865,28.0,20.0,1050,558,https://wiki.warthunder.com/images/thumb/6/68/GarageImage_Me_262_A-2a.jpg/800px-GarageImage_Me_262_A-2a.jpg
Me 262 C-1a,Germany,V,7.3,865,30.3,20.0,1050,498,https://wiki.warthunder.com/images/thumb/a/a3/GarageImage_Me_262_C-1a.jpg/800px-GarageImage_Me_262_C-1a.jpg
Me 262 C-2b,Germany,V,8.0,865,30.3,20.0,1050,498,https://wiki.warthunder.com/images/thumb/d/dc/GarageImage_Me_262_C-2b.jpg/800px-GarageImage_Me_262_C-2b.jpg
Me 264,Germany,III,5.0,519,37.0,3.5,609,370,https://wiki.warthunder.com/images/thumb/b/b7/GarageImage_Me_264.jpg/800px-GarageImage_Me_264.jpg
Me 410 A-1,Germany,III,3.7,624,30.7,10.8,750,457,https://wiki.warthunder.com/images/thumb/3/31/GarageImage_Me_410_A-1.jpg/800px-GarageImage_Me_410_A-1.jpg
Me 410 A-1/U2,Germany,III,4.0,624,30.7,10.8,750,457,https://wiki.warthunder.com/images/thumb/d/d4/GarageImage_Me_410_A-1_U2.jpg/800px-GarageImage_Me_410_A-1_U2.jpg
Me 410 A-1/U4,Germany,II,3.0,590,31.0,10.8,750,457,https://wiki.warthunder.com/images/thumb/2/28/GarageImage_Me_410_A-1_U4.jpg/800px-GarageImage_Me_410_A-1_U4.jpg
Me 410 B-1,Germany,III,4.0,639,30.0,10.8,750,457,https://wiki.warthunder.com/images/thumb/c/c7/GarageImage_Me_410_B-1.jpg/800px-GarageImage_Me_410_B-1.jpg
Me 410 B-1/U2,Germany,III,4.3,624,30.7,10.8,750,457,https://wiki.warthunder.com/images/thumb/5/53/GarageImage_Me_410_B-1_U2.jpg/800px-GarageImage_Me_410_B-1_U2.jpg
Me 410 B-2/U4,Germany,II,3.0,600,30.0,10.8,750,457,https://wiki.warthunder.com/images/thumb/3/39/GarageImage_Me_410_B-2_U4.jpg/800px-GarageImage_Me_410_B-2_U4.jpg
Me 410 B-6/R3,Germany,IV,5.0,620,31.0,10.8,750,457,https://wiki.warthunder.com/images/thumb/6/6e/GarageImage_Me_410_B-6_R3.jpg/800px-GarageImage_Me_410_B-6_R3.jpg
◊MiG-15bis,Germany,V,8.7,"1,076",20.7,50.0,"1,269",N/A,https://wiki.warthunder.com/images/thumb/f/f2/GarageImage_MiG-15bis_%28Germany%29.jpg/800px-GarageImage_MiG-15bis_%28Germany%29.jpg
◊MiG-19S,Germany,VI,9.3,"1,451",24.0,190.0,1260,N/A,https://wiki.warthunder.com/images/thumb/3/31/GarageImage_MiG-19S_%28Germany%29.jpg/800px-GarageImage_MiG-19S_%28Germany%29.jpg
"◊MiG-21 ""Lazur-M""",Germany,VII,11.0,"2,240",37.0,225.0,1365,-,https://wiki.warthunder.com/images/thumb/0/01/GarageImage_MiG-21_%22Lazur-M%22_%28Germany%29.jpg/800px-GarageImage_MiG-21_%22Lazur-M%22_%28Germany%29.jpg
◄MiG-21 SPS-K,Germany,VI,9.7,"2,240",36.0,145.0,1365,N/A,https://wiki.warthunder.com/images/thumb/b/b2/GarageImage_MiG-21_SPS-K_%28Germany%29.jpg/800px-GarageImage_MiG-21_SPS-K_%28Germany%29.jpg
◊MiG-21bis-SAU,Germany,VII,11.0,"2,237",37.0,224.0,1365,N/A,https://wiki.warthunder.com/images/thumb/1/1f/GarageImage_MiG-21bis-SAU_%28Germany%29.jpg/800px-GarageImage_MiG-21bis-SAU_%28Germany%29.jpg
◊MiG-21MF,Germany,VII,10.3,"2,240",33.0,165.0,1365,N/A,https://wiki.warthunder.com/images/thumb/e/ec/GarageImage_MiG-21MF_%28Germany%29.jpg/800px-GarageImage_MiG-21MF_%28Germany%29.jpg
◊MiG-23BN,Germany,VI,9.7,"2,200",36.0,155.0,"1,417",N/A,https://wiki.warthunder.com/images/thumb/a/ab/GarageImage_MiG-23BN_%28Germany%29.jpg/800px-GarageImage_MiG-23BN_%28Germany%29.jpg
◊MiG-23MF,Germany,VII,11.0,"2,358",35.0,170.0,1470,N/A,https://wiki.warthunder.com/images/thumb/7/78/GarageImage_MiG-23MF_%28Germany%29.jpg/800px-GarageImage_MiG-23MF_%28Germany%29.jpg
◊MiG-23MLA,Germany,VII,11.3,"2,358",33.0,220.0,"1,470",N/A,https://wiki.warthunder.com/images/thumb/0/04/GarageImage_MiG-23MLA_%28Germany%29.jpg/800px-GarageImage_MiG-23MLA_%28Germany%29.jpg
◊MiG-29,Germany,VIII,12.0,"2,452",19.4,320.0,"1,575",-,https://wiki.warthunder.com/images/thumb/9/9d/GarageImage_MiG-29_%28Germany%29.jpg/800px-GarageImage_MiG-29_%28Germany%29.jpg
◄MiG-29G,Germany,VIII,12.3,___,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/b/be/GarageImage_MiG-29G_%28Germany%29.jpg/800px-GarageImage_MiG-29G_%28Germany%29.jpg
▀P-47D,Germany,III,4.3,700,25.0,10.6,885,498,https://wiki.warthunder.com/images/thumb/e/e8/GarageImage_P-47D_%28Germany%29.jpg/800px-GarageImage_P-47D_%28Germany%29.jpg
▀P-47D-16-RE,Germany,III,3.7,692,25.0,9.7,885,498,https://wiki.warthunder.com/images/thumb/5/5c/GarageImage_P-47D-16-RE_%28Germany%29.jpg/800px-GarageImage_P-47D-16-RE_%28Germany%29.jpg
▀S.M.79 AS,Germany,II,2.3,480,31.0,5.9,530,313,https://wiki.warthunder.com/images/thumb/0/03/GarageImage_S.M.79_AS.jpg/800px-GarageImage_S.M.79_AS.jpg
▀S.M.79 B,Germany,II,2.3,445,35.0,5.9,540,457,https://wiki.warthunder.com/images/thumb/f/f7/GarageImage_S.M.79_B.jpg/800px-GarageImage_S.M.79_B.jpg
▀S.M.79 bis/N,Germany,II,2.3,457,33.0,5.9,530,313,https://wiki.warthunder.com/images/thumb/4/4e/GarageImage_S.M.79_bis_N_%28Germany%29.jpg/800px-GarageImage_S.M.79_bis_N_%28Germany%29.jpg
▀S.M.79 bis/T.M,Germany,II,2.3,430,31.6,5.9,530,313,https://wiki.warthunder.com/images/thumb/1/1d/GarageImage_S.M.79_bis_T.M.jpg/800px-GarageImage_S.M.79_bis_T.M.jpg
▀S.M.79 serie 1,Germany,II,1.7,430,31.6,5.9,530,313,https://wiki.warthunder.com/images/thumb/0/02/GarageImage_S.M.79_serie_1.jpg/800px-GarageImage_S.M.79_serie_1.jpg
▀S.M.79 serie 4,Germany,II,2.3,430,31.6,5.9,530,313,https://wiki.warthunder.com/images/thumb/b/b0/GarageImage_S.M.79_serie_4_%28Germany%29.jpg/800px-GarageImage_S.M.79_serie_4_%28Germany%29.jpg
▀S.M.79 serie 8,Germany,II,2.0,430,31.6,5.9,530,313,https://wiki.warthunder.com/images/thumb/8/82/GarageImage_S.M.79_serie_8.jpg/800px-GarageImage_S.M.79_serie_8.jpg
◄Sea Hawk Mk.100,Germany,V,8.0,933,26.0,32.0,1012,N/A,https://wiki.warthunder.com/images/thumb/6/68/GarageImage_Sea_Hawk_Mk.100_%28Germany%29.jpg/800px-GarageImage_Sea_Hawk_Mk.100_%28Germany%29.jpg
◊Su-22M4,Germany,VII,11.0,___,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/a/a1/GarageImage_Su-22M4_%28Germany%29.jpg/800px-GarageImage_Su-22M4_%28Germany%29.jpg
◊Su-22UM3K,Germany,VII,10.7,"2,232",27.0,185.0,0,N/A,https://wiki.warthunder.com/images/thumb/8/8c/GarageImage_Su-22UM3K_%28Germany%29.jpg/800px-GarageImage_Su-22UM3K_%28Germany%29.jpg
Ta 152 C-3,Germany,IV,6.3,730,27.0,13.1,912,667,https://wiki.warthunder.com/images/thumb/4/45/GarageImage_Ta_152_C-3.jpg/800px-GarageImage_Ta_152_C-3.jpg
Ta 152 H-1,Germany,IV,6.0,755,20.5,17.5,870,667,https://wiki.warthunder.com/images/thumb/2/27/GarageImage_Ta_152_H-1.jpg/800px-GarageImage_Ta_152_H-1.jpg
Ta 154 A-1,Germany,III,4.3,659,23.0,16.1,787,463,https://wiki.warthunder.com/images/thumb/1/15/GarageImage_Ta_154_A-1.jpg/800px-GarageImage_Ta_154_A-1.jpg
▀Tempest Mk V,Germany,IV,5.7,695,20.0,20.4,880,412,https://wiki.warthunder.com/images/thumb/7/78/GarageImage_Tempest_Mk_V_%28Germany%29.jpg/800px-GarageImage_Tempest_Mk_V_%28Germany%29.jpg
◄Tornado IDS,Germany,VIII,11.0,"2,308",29.0,195.0,"1,555",N/A,https://wiki.warthunder.com/images/thumb/4/46/GarageImage_Tornado_IDS_%28Germany%29.jpg/800px-GarageImage_Tornado_IDS_%28Germany%29.jpg
◄Tornado IDS ASSTA1,Germany,VIII,11.3,"2,362",28.0,204.0,"1,555",N/A,https://wiki.warthunder.com/images/thumb/b/bd/GarageImage_Tornado_IDS_ASSTA1_%28Germany%29.jpg/800px-GarageImage_Tornado_IDS_ASSTA1_%28Germany%29.jpg
▀Wellington Mk Ic,Germany,II,2.3,378,35.0,5.3,530,315,https://wiki.warthunder.com/images/thumb/d/d0/GarageImage_Wellington_Mk_Ic_%28Germany%29.jpg/800px-GarageImage_Wellington_Mk_Ic_%28Germany%29.jpg
▀Yak-1B,Germany,II,3.0,592,18.5,16.0,683,N/A,https://wiki.warthunder.com/images/thumb/8/89/GarageImage_Yak-1B_%28Germany%29.jpg/800px-GarageImage_Yak-1B_%28Germany%29.jpg
▂A-20G-30,USSR,III,3.7,510,34.0,10.1,696,428,https://wiki.warthunder.com/images/thumb/d/d3/GarageImage_A-20G-30_%28USSR%29.jpg/800px-GarageImage_A-20G-30_%28USSR%29.jpg
Ar-2,USSR,I,2.3,512,22.0,12.5,650,315,https://wiki.warthunder.com/images/thumb/4/44/GarageImage_Ar-2.jpg/800px-GarageImage_Ar-2.jpg
▂B-25J-30,USSR,III,4.0,444,31.0,7.7,591,382,https://wiki.warthunder.com/images/thumb/8/86/GarageImage_B-25J-30_%28USSR%29.jpg/800px-GarageImage_B-25J-30_%28USSR%29.jpg
BB-1,USSR,I,1.3,467,23.0,9.8,620,394,https://wiki.warthunder.com/images/thumb/3/3b/GarageImage_BB-1.jpg/800px-GarageImage_BB-1.jpg
Be-6,USSR,IV,5.0,418,28.0,9.0,500,291,https://wiki.warthunder.com/images/thumb/f/f8/GarageImage_Be-6.jpg/800px-GarageImage_Be-6.jpg
BI,USSR,V,6.7,799,23.0,100.0,920,N/A,https://wiki.warthunder.com/images/thumb/6/6e/GarageImage_BI.jpg/800px-GarageImage_BI.jpg
DB-3B,USSR,II,2.7,410,33.8,9.8,600,N/A,https://wiki.warthunder.com/images/thumb/e/e4/GarageImage_DB-3B.jpg/800px-GarageImage_DB-3B.jpg
Dolgushin's La-7,USSR,IV,4.7,676,19.2,18.2,735,504,https://wiki.warthunder.com/images/thumb/b/b8/GarageImage_Dolgushin%27s_La-7.jpg/800px-GarageImage_Dolgushin%27s_La-7.jpg
▂Fw 190 D-9,USSR,IV,5.0,710,20.4,15.8,912,N/A,https://wiki.warthunder.com/images/thumb/1/11/GarageImage_Fw_190_D-9_%28USSR%29.jpg/800px-GarageImage_Fw_190_D-9_%28USSR%29.jpg
Golovachev's Yak-9M,USSR,III,3.3,617,18.0,16.0,720,N/A,https://wiki.warthunder.com/images/thumb/b/b7/GarageImage_Golovachev%27s_Yak-9M.jpg/800px-GarageImage_Golovachev%27s_Yak-9M.jpg
▂Hampden TB Mk I,USSR,I,1.7,406,34.0,9.3,506,388,https://wiki.warthunder.com/images/thumb/4/4b/GarageImage_Hampden_TB_Mk_I_%28USSR%29.jpg/800px-GarageImage_Hampden_TB_Mk_I_%28USSR%29.jpg
▂Hurricane Mk IIB,USSR,II,3.0,565,15.0,13.0,660,268,https://wiki.warthunder.com/images/thumb/3/37/GarageImage_Hurricane_Mk_IIB_%28USSR%29.jpg/800px-GarageImage_Hurricane_Mk_IIB_%28USSR%29.jpg
I-15 M-22,USSR,I,1.0,368,8.0,13.4,560,N/A,https://wiki.warthunder.com/images/thumb/f/f1/GarageImage_I-15_M-22.jpg/800px-GarageImage_I-15_M-22.jpg
I-15 M-25,USSR,I,1.0,368,8.0,13.4,560,N/A,https://wiki.warthunder.com/images/thumb/7/76/GarageImage_I-15_M-25.jpg/800px-GarageImage_I-15_M-25.jpg
I-15 WR,USSR,I,1.0,368,8.0,13.4,560,N/A,https://wiki.warthunder.com/images/thumb/c/c6/GarageImage_I-15_WR.jpg/800px-GarageImage_I-15_WR.jpg
I-153 M-62,USSR,I,2.3,444,13.3,15.2,580,N/A,https://wiki.warthunder.com/images/thumb/6/6a/GarageImage_I-153_M-62.jpg/800px-GarageImage_I-153_M-62.jpg
I-153P,USSR,II,2.7,444,13.3,15.0,580,N/A,https://wiki.warthunder.com/images/thumb/5/59/GarageImage_I-153P.jpg/800px-GarageImage_I-153P.jpg
I-15bis,USSR,I,1.0,380,10.5,14.2,580,-,https://wiki.warthunder.com/images/thumb/f/f4/GarageImage_I-15bis.jpg/800px-GarageImage_I-15bis.jpg
I-16 type 10,USSR,I,2.0,459,16.7,19.9,700,N/A,https://wiki.warthunder.com/images/thumb/c/c9/GarageImage_I-16_type_10.jpg/800px-GarageImage_I-16_type_10.jpg
I-16 type 18,USSR,I,2.3,466,16.4,19.4,700,N/A,https://wiki.warthunder.com/images/thumb/9/9b/GarageImage_I-16_type_18.jpg/800px-GarageImage_I-16_type_18.jpg
I-16 type 24,USSR,I,2.7,466,16.4,19.1,700,395,https://wiki.warthunder.com/images/thumb/c/c0/GarageImage_I-16_type_24.jpg/800px-GarageImage_I-16_type_24.jpg
I-16 type 27,USSR,II,3.3,463,16.5,18.0,700,N/A,https://wiki.warthunder.com/images/thumb/2/25/GarageImage_I-16_type_27.jpg/800px-GarageImage_I-16_type_27.jpg
I-16 type 28,USSR,II,3.3,463,16.5,18.0,700,395,https://wiki.warthunder.com/images/thumb/8/8c/GarageImage_I-16_type_28.jpg/800px-GarageImage_I-16_type_28.jpg
I-16 type 5,USSR,I,1.3,445,15.0,18.5,700,700,https://wiki.warthunder.com/images/thumb/e/e4/GarageImage_I-16_type_5.jpg/800px-GarageImage_I-16_type_5.jpg
I-180S,USSR,II,3.0,585,19.0,16.6,670,N/A,https://wiki.warthunder.com/images/thumb/e/e7/GarageImage_I-180S.jpg/800px-GarageImage_I-180S.jpg
I-185 (M-71),USSR,III,4.3,680,21.0,18.5,800,380,https://wiki.warthunder.com/images/thumb/b/ba/GarageImage_I-185_%28M-71%29.jpg/800px-GarageImage_I-185_%28M-71%29.jpg
I-185 (M-82),USSR,III,3.7,615,22.0,18.5,800,380,https://wiki.warthunder.com/images/thumb/c/c9/GarageImage_I-185_%28M-82%29.jpg/800px-GarageImage_I-185_%28M-82%29.jpg
I-225,USSR,IV,5.0,726,19.0,20.8,820,N/A,https://wiki.warthunder.com/images/thumb/5/5e/GarageImage_I-225.jpg/800px-GarageImage_I-225.jpg
I-29,USSR,II,2.7,556,21.0,15.0,680,-,https://wiki.warthunder.com/images/thumb/1/1b/GarageImage_I-29.jpg/800px-GarageImage_I-29.jpg
I-301,USSR,II,3.0,605,22.0,13.8,700,440,https://wiki.warthunder.com/images/thumb/b/b1/GarageImage_I-301.jpg/800px-GarageImage_I-301.jpg
IL-10,USSR,IV,5.0,551,24.0,10.4,720,498,https://wiki.warthunder.com/images/thumb/4/4d/GarageImage_IL-10.jpg/800px-GarageImage_IL-10.jpg
IL-10 (1946),USSR,IV,5.0,528,24.0,10.4,720,496,https://wiki.warthunder.com/images/thumb/5/50/GarageImage_IL-10_%281946%29.jpg/800px-GarageImage_IL-10_%281946%29.jpg
IL-2 (1941),USSR,II,2.3,425,24.9,8.6,620,N/A,https://wiki.warthunder.com/images/thumb/f/fc/GarageImage_IL-2_%281941%29.jpg/800px-GarageImage_IL-2_%281941%29.jpg
IL-2 (1942),USSR,II,3.0,426,24.9,8.6,620,N/A,https://wiki.warthunder.com/images/thumb/9/9b/GarageImage_IL-2_%281942%29.jpg/800px-GarageImage_IL-2_%281942%29.jpg
IL-2 M-82,USSR,II,2.7,397,22.9,7.1,620,N/A,https://wiki.warthunder.com/images/thumb/b/b1/GarageImage_IL-2_M-82.jpg/800px-GarageImage_IL-2_M-82.jpg
IL-2-37,USSR,II,2.7,391,39.8,8.6,620,N/A,https://wiki.warthunder.com/images/thumb/3/39/GarageImage_IL-2-37.jpg/800px-GarageImage_IL-2-37.jpg
IL-28,USSR,V,8.0,905,48.0,20.0,810,577,https://wiki.warthunder.com/images/thumb/2/2e/GarageImage_IL-28.jpg/800px-GarageImage_IL-28.jpg
IL-28Sh,USSR,V,8.0,905,48.0,20.0,810,577,https://wiki.warthunder.com/images/thumb/d/d2/GarageImage_IL-28Sh.jpg/800px-GarageImage_IL-28Sh.jpg
"IL-2M ""Avenger""",USSR,III,3.3,409,47.9,8.6,620,447,https://wiki.warthunder.com/images/thumb/d/d6/GarageImage_IL-2M_%22Avenger%22.jpg/800px-GarageImage_IL-2M_%22Avenger%22.jpg
IL-2M (1943),USSR,III,3.3,400,34.8,8.6,620,N/A,https://wiki.warthunder.com/images/thumb/1/18/GarageImage_IL-2M_%281943%29.jpg/800px-GarageImage_IL-2M_%281943%29.jpg
IL-2M type 3,USSR,III,3.3,409,47.9,8.6,620,447,https://wiki.warthunder.com/images/thumb/b/bc/GarageImage_IL-2M_type_3.jpg/800px-GarageImage_IL-2M_type_3.jpg
IL-4,USSR,II,3.0,409,33.8,9.7,600,N/A,https://wiki.warthunder.com/images/thumb/e/e3/GarageImage_IL-4.jpg/800px-GarageImage_IL-4.jpg
ITP (M-1),USSR,III,4.0,676,21.0,15.1,800,365,https://wiki.warthunder.com/images/thumb/1/1e/GarageImage_ITP_%28M-1%29.jpg/800px-GarageImage_ITP_%28M-1%29.jpg
KOR-1,USSR,I,1.3,___,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/1/1b/GarageImage_KOR-1.jpg/800px-GarageImage_KOR-1.jpg
Krasnolutsky's I-15bis,USSR,I,1.0,380,10.5,14.2,580,-,https://wiki.warthunder.com/images/thumb/d/d7/GarageImage_Krasnolutsky%27s_I-15bis.jpg/800px-GarageImage_Krasnolutsky%27s_I-15bis.jpg
La-11,USSR,IV,5.3,680,22.0,16.1,850,460,https://wiki.warthunder.com/images/thumb/0/0f/GarageImage_La-11.jpg/800px-GarageImage_La-11.jpg
La-15,USSR,V,8.0,"1,022",23.5,31.7,945,-,https://wiki.warthunder.com/images/thumb/d/d6/GarageImage_La-15.jpg/800px-GarageImage_La-15.jpg
La-174,USSR,V,8.0,"1,026",21.5,31.7,945,-,https://wiki.warthunder.com/images/thumb/0/08/GarageImage_La-174.jpg/800px-GarageImage_La-174.jpg
La-200,USSR,V,7.7,"1,101",26.0,47.0,1123,627,https://wiki.warthunder.com/images/thumb/d/dd/GarageImage_La-200.jpg/800px-GarageImage_La-200.jpg
La-5,USSR,II,3.0,580,21.1,13.7,0,431,https://wiki.warthunder.com/images/thumb/1/13/GarageImage_La-5.jpg/800px-GarageImage_La-5.jpg
La-5F,USSR,II,3.3,591,21.2,15.6,0,447,https://wiki.warthunder.com/images/thumb/5/59/GarageImage_La-5F.jpg/800px-GarageImage_La-5F.jpg
La-5FN,USSR,III,3.7,620,19.2,21.7,735,447,https://wiki.warthunder.com/images/thumb/6/68/GarageImage_La-5FN.jpg/800px-GarageImage_La-5FN.jpg
La-7,USSR,III,4.7,676,19.2,18.2,735,504,https://wiki.warthunder.com/images/thumb/4/49/GarageImage_La-7.jpg/800px-GarageImage_La-7.jpg
La-7B-20,USSR,IV,5.0,661,20.2,18.2,735,504,https://wiki.warthunder.com/images/thumb/f/fa/GarageImage_La-7B-20.jpg/800px-GarageImage_La-7B-20.jpg
La-9,USSR,IV,6.0,690,21.0,19.2,850,490,https://wiki.warthunder.com/images/thumb/a/a3/GarageImage_La-9.jpg/800px-GarageImage_La-9.jpg
LaGG-3-11,USSR,II,2.0,561,24.0,10.6,0,440,https://wiki.warthunder.com/images/thumb/a/a5/GarageImage_LaGG-3-11.jpg/800px-GarageImage_LaGG-3-11.jpg
LaGG-3-23,USSR,II,2.3,583,21.0,12.6,0,440,https://wiki.warthunder.com/images/thumb/e/e6/GarageImage_LaGG-3-23.jpg/800px-GarageImage_LaGG-3-23.jpg
LaGG-3-34,USSR,II,2.3,560,23.0,13.8,0,440,https://wiki.warthunder.com/images/thumb/6/6c/GarageImage_LaGG-3-34.jpg/800px-GarageImage_LaGG-3-34.jpg
LaGG-3-35,USSR,II,2.3,566,21.0,13.8,0,440,https://wiki.warthunder.com/images/thumb/1/1e/GarageImage_LaGG-3-35.jpg/800px-GarageImage_LaGG-3-35.jpg
LaGG-3-4,USSR,II,2.3,566,21.0,13.8,700,440,https://wiki.warthunder.com/images/thumb/4/4f/GarageImage_LaGG-3-4.jpg/800px-GarageImage_LaGG-3-4.jpg
LaGG-3-66,USSR,II,2.7,591,21.5,13.8,0,440,https://wiki.warthunder.com/images/thumb/7/7b/GarageImage_LaGG-3-66.jpg/800px-GarageImage_LaGG-3-66.jpg
LaGG-3-8,USSR,II,2.0,554,24.0,10.5,0,440,https://wiki.warthunder.com/images/thumb/b/ba/GarageImage_LaGG-3-8.jpg/800px-GarageImage_LaGG-3-8.jpg
MBR-2-M-34,USSR,I,1.0,275,18.0,3.8,405,405,https://wiki.warthunder.com/images/thumb/0/02/GarageImage_MBR-2-M-34.jpg/800px-GarageImage_MBR-2-M-34.jpg
MiG-15,USSR,V,8.3,"1,050",22.1,42.0,"1,132",-,https://wiki.warthunder.com/images/thumb/7/7a/GarageImage_MiG-15.jpg/800px-GarageImage_MiG-15.jpg
MiG-15bis,USSR,V,8.7,"1,076",20.7,50.0,"1,132",-,https://wiki.warthunder.com/images/thumb/6/6d/GarageImage_MiG-15bis.jpg/800px-GarageImage_MiG-15bis.jpg
MiG-15bis ISH,USSR,V,8.3,"1,076",20.7,50.0,"1,132",-,https://wiki.warthunder.com/images/thumb/a/a2/GarageImage_MiG-15bis_ISH.jpg/800px-GarageImage_MiG-15bis_ISH.jpg
MiG-17,USSR,VI,9.0,"1,114",21.5,50.0,"1,150",-,https://wiki.warthunder.com/images/thumb/3/39/GarageImage_MiG-17.jpg/800px-GarageImage_MiG-17.jpg
MiG-17AS,USSR,VI,9.0,"1,114",21.5,50.0,"1,093",N/A,https://wiki.warthunder.com/images/thumb/2/28/GarageImage_MiG-17AS.jpg/800px-GarageImage_MiG-17AS.jpg
MiG-19PT,USSR,VI,9.3,"1,436",32.0,180.0,1260,N/A,https://wiki.warthunder.com/images/thumb/9/9a/GarageImage_MiG-19PT.jpg/800px-GarageImage_MiG-19PT.jpg
MiG-21bis,USSR,VII,11.0,"2,240",37.0,225.0,1365,N/A,https://wiki.warthunder.com/images/thumb/2/26/GarageImage_MiG-21bis.jpg/800px-GarageImage_MiG-21bis.jpg
MiG-21F-13,USSR,VI,9.3,"2,240",33.0,120.0,1260,N/A,https://wiki.warthunder.com/images/thumb/c/c1/GarageImage_MiG-21F-13.jpg/800px-GarageImage_MiG-21F-13.jpg
MiG-21PFM,USSR,VI,9.3,"2,240",36.0,145.0,1365,N/A,https://wiki.warthunder.com/images/thumb/b/b1/GarageImage_MiG-21PFM.jpg/800px-GarageImage_MiG-21PFM.jpg
MiG-21S (R-13-300),USSR,VI,9.7,"2,240",35.0,160.0,1365,N/A,https://wiki.warthunder.com/images/thumb/9/90/GarageImage_MiG-21S_%28R-13-300%29.jpg/800px-GarageImage_MiG-21S_%28R-13-300%29.jpg
MiG-21SMT,USSR,VII,10.3,"2,240",36.0,165.0,1365,N/A,https://wiki.warthunder.com/images/thumb/8/82/GarageImage_MiG-21SMT.jpg/800px-GarageImage_MiG-21SMT.jpg
MiG-23M,USSR,VII,11.0,"2,358",35.0,169.9,1470,N/A,https://wiki.warthunder.com/images/thumb/8/8e/GarageImage_MiG-23M.jpg/800px-GarageImage_MiG-23M.jpg
MiG-23ML,USSR,VII,11.3,"2,358",33.0,220.0,"1,470",N/A,https://wiki.warthunder.com/images/thumb/6/6b/GarageImage_MiG-23ML.jpg/800px-GarageImage_MiG-23ML.jpg
MiG-23MLD,USSR,VII,11.3,"2,358",33.0,220.0,"1,470",N/A,https://wiki.warthunder.com/images/thumb/9/91/GarageImage_MiG-23MLD.jpg/800px-GarageImage_MiG-23MLD.jpg
MiG-27K,USSR,VII,11.3,"2,200",36.0,154.6,"1,417",N/A,https://wiki.warthunder.com/images/thumb/6/63/GarageImage_MiG-27K.jpg/800px-GarageImage_MiG-27K.jpg
MiG-27M,USSR,VII,11.0,"2,200",36.0,155.0,"1,417",N/A,https://wiki.warthunder.com/images/thumb/2/22/GarageImage_MiG-27M.jpg/800px-GarageImage_MiG-27M.jpg
MiG-29,USSR,VIII,12.0,"2,448",19.7,318.0,"1,575",-,https://wiki.warthunder.com/images/thumb/1/1a/GarageImage_MiG-29.jpg/800px-GarageImage_MiG-29.jpg
MiG-29SMT,USSR,VIII,12.3,"2,347",22.5,300.0,"1,575",-,https://wiki.warthunder.com/images/thumb/3/39/GarageImage_MiG-29SMT.jpg/800px-GarageImage_MiG-29SMT.jpg
MiG-3-15,USSR,I,2.3,640,24.0,16.0,677,457,https://wiki.warthunder.com/images/thumb/e/e1/GarageImage_MiG-3-15.jpg/800px-GarageImage_MiG-3-15.jpg
MiG-3-15 (BK),USSR,II,2.3,633,24.0,16.0,677,457,https://wiki.warthunder.com/images/thumb/7/71/GarageImage_MiG-3-15_%28BK%29.jpg/800px-GarageImage_MiG-3-15_%28BK%29.jpg
